XYDATA,aunps_blanked.jws,aunps_blanked.z_norm,aunps_blanked.max_norm
604.2,0.177654,0.36022772031685363,0.5031593675034058
604.3,0.177388,0.35925761134371026,0.502405990761222
604.4,0.177137,0.35834220776378933,0.5016950976699134
604.5,0.176953,0.3576711549402617,0.5011739648858464
604.6,0.176725,0.3568396329632817,0.5005282133925462
604.7,0.176432,0.3557710542823382,0.4996983660787874
604.8,0.176201,0.3549285912267137,0.49904411785531205
604.9,0.176007,0.35422106814103776,0.49849466263732845
605,0.17576,0.35332025266597616,0.4977950985195864
605.1,0.175582,0.35267108199973735,0.49729095919586946
605.2,0.175331,0.3517556784198164,0.49658006610456074
605.3,0.175032,0.3506652175815839,0.495733225330452
605.4,0.174801,0.34982275452595957,0.49507897710697674
605.5,0.174574,0.34899487957519437,0.49443605785706807
605.6,0.174333,0.34811594625742165,0.493753487199676
605.7,0.174086,0.34721513078236,0.49305392308193396
605.8,0.173838,0.34631066828108353,0.4923515267208003
605.9,0.173619,0.34551196954003704,0.491731265418025
606,0.173396,0.3446986826941312,0.491099675141683
606.1,0.173202,0.3439911596084552,0.4905502199236994
606.2,0.172946,0.34305752089746017,0.4898251656154323
606.3,0.17271,0.34219682271076163,0.4891567561749987
606.4,0.172532,0.34154765204452286,0.48865261685128175
606.5,0.172302,0.3407088360151133,0.48800120087119814
606.6,0.172091,0.33993931348378525,0.4874035975155561
606.7,0.171812,0.3389217931698493,0.4866134016092807
606.8,0.171618,0.3382142700841733,0.4860639463912971
606.9,0.171388,0.33737545405476377,0.4854125304112135
607,0.171191,0.33665698989044335,0.48485457846305485
607.1,0.171018,0.3360260543552787,0.48436460035629625
607.2,0.170756,0.33507053348699467,0.48362255258767917
607.3,0.170549,0.33431559906052605,0.4830362782056039
607.4,0.170326,0.3335023122146202,0.48240468792926194
607.5,0.170096,0.33266349618521057,0.4817532719491783
607.6,0.169909,0.3319815022830384,0.4812236424349363
607.7,0.169662,0.3310806868079768,0.48052407831719435
607.8,0.169441,0.3302746940145006,0.4798981525276357
607.9,0.169172,0.32929364396271277,0.4791362790552769
608,0.168968,0.3285496506148886,0.47855850140337663
608.1,0.168734,0.3276962464806197,0.47789575644972626
608.2,0.168506,0.3268647245036397,0.47725000495642594
608.3,0.168271,0.326007673343156,0.476584427759384
608.4,0.167994,0.3249974470816496,0.4757998963398919
608.5,0.167794,0.32426804183868474,0.4752334476615583
608.6,0.167597,0.32354957767436426,0.4746754957133997
608.7,0.167399,0.32282746648382904,0.47411471152184936
608.8,0.167217,0.32216370771273106,0.4735992432245658
608.9,0.16704,0.32151818407270705,0.4730979361442405
609,0.166853,0.32083619017053494,0.4725683066299986
609.1,0.166648,0.32008854979649587,0.4719876967347066
609.2,0.166464,0.31941749697296823,0.4714665639506397
609.3,0.16625499999999999,0.3186552684940699,0.470874625081781
609.4,0.166023,0.3178091584122307,0.47021754461491405
609.5,0.165842,0.3171490466673474,0.4697049085610221
609.6,0.165607,0.3162919955068637,0.4690393313639801
609.7,0.165405,0.31555529621146916,0.46846721819886317
609.8,0.165212,0.314851420152008,0.4679205952242712
609.9,0.165069,0.3143298954032881,0.46751558441926266
610,0.164866,0.31358954908167885,0.4669406390107541
610.1,0.164606,0.3126413222658244,0.4662042557289204
610.2,0.164352,0.311714977607259,0.46548486590743665
610.3,0.164153,0.31098921939050894,0.4649212494724947
610.4,0.163937,0.31020146172810686,0.4643094848998944
610.5,0.16373,0.3094465273016382,0.46372321051781906
610.6,0.163504,0.30862229937708796,0.46308312351130215
610.7,0.16331,0.307914776291412,0.46253366829331855
